ibge_code,municipio,regiao_intermediaria,regiao_imediata,populacao_censo_2022,total_denuncias,total_penal,total_social,pct_penal,taxa_penal_10k,taxa_total_10k,top_categoria_penal,top_categoria_qtd,ranking_taxa_penal
4203253,Capão Alto,Lages,Lages,2625,362,228,134,62.98,868.57,1379.05,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,136,28
4201703,Ascurra,Blumenau,Blumenau,8319,1244,719,525,57.8,864.29,1495.37,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,385,29
4212809,Balneário Piçarras,Blumenau,Itajaí,27127,3488,2243,1245,64.31,826.85,1285.8,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,1247,30
4204152,Celso Ramos,Chapecó,Joaçaba - Herval d'Oeste,2805,334,231,103,69.16,823.53,1190.73,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,146,31
4212502,Penha,Blumenau,Itajaí,33663,4578,2747,1831,60.0,816.03,1359.95,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,1592,32
4210035,Luzerna,Chapecó,Joaçaba - Herval d'Oeste,5794,784,472,312,60.2,814.64,1353.12,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,251,33
4207106,Ilhota,Blumenau,Blumenau,17046,2348,1373,975,58.48,805.47,1377.45,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,802,34
4206603,Guarujá do Sul,Chapecó,São Miguel do Oeste,4829,622,383,239,61.58,793.12,1288.05,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,231,35
4202404,Blumenau,Blumenau,Blumenau,361261,45917,28539,17378,62.15,789.98,1271.02,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,16167,36
4205407,Florianópolis,Florianópolis,Florianópolis,537211,65562,42266,23296,64.47,786.77,1220.41,CRIMES_INTEGRIDADE_FISICA_E_TORTURA,22912,37
